source,id_str,text,is_retweet,retweet_count,favorite_count
Twitter for iPhone,9.18E+17,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,FALSE,10407,57891
Twitter for iPhone,9.18E+17,"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! 
#TaxReform #USA🇺🇸
https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl",FALSE,5082,27928
Twitter for iPhone,9.18E+17,Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.,FALSE,19130,114117
Twitter for iPhone,9.18E+17,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!",FALSE,23284,99249
Twitter for iPhone,9.18E+17,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!",FALSE,18962,73826
Twitter for iPhone,9.18E+17,It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY,FALSE,20408,105174
Twitter for iPhone,9.18E+17,"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!",FALSE,19401,84312
Twitter for iPhone,9.18E+17,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts,FALSE,15430,74375
Twitter for iPhone,9.18E+17,"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA",FALSE,11212,54905
Twitter for iPhone,9.18E+17,"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..",FALSE,18196,79314
Twitter for iPhone,9.18E+17,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",FALSE,15932,77256
Twitter for iPhone,9.18E+17,"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....",FALSE,16058,69502
Twitter for iPhone,9.18E+17,"My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!
https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX",FALSE,14143,66095
Twitter for iPhone,9.18E+17,"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!",FALSE,14669,62413
Twitter for iPhone,9.18E+17,"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!",FALSE,11411,58333
Twitter for iPhone,9.18E+17,"With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!",FALSE,20210,95652
Twitter for iPhone,9.18E+17,"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST",FALSE,22622,99677
Twitter for iPhone,9.18E+17,"The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A.",FALSE,22242,86752
Twitter for iPhone,9.18E+17,"Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!",FALSE,32459,138388
Twitter for iPhone,9.18E+17,We have just begun! https://t.co/x8pSdEB2Ur,FALSE,474,1787
Twitter for iPhone,9.18E+17,"A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!""",FALSE,34557,166116
Twitter for iPhone,9.17E+17,"""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4",FALSE,16500,69189
Twitter for iPhone,9.17E+17,The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!,FALSE,20791,109311
Twitter for iPhone,9.17E+17,"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!",FALSE,21479,107533
Twitter for iPhone,9.17E+17,"""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!",FALSE,14656,75617
Media Studio,9.17E+17,Nobody could have done what I’ve done for #PuertoRico with so little appreciation. So much work! https://t.co/k2jAkIpfjI,FALSE,19880,78014
Twitter for iPhone,9.17E+17,"Bob Corker gave us the Iran Deal, &amp; that's about it. We need HealthCare, we need Tax Cuts/Reform, we need people that can get the job done!",FALSE,18418,80627
Twitter for iPhone,9.17E+17,FEMA and first responders are working hard (yet again) on Hurricane Nate. Military helping. Very much under control!,FALSE,11653,66259
Twitter for iPhone,9.17E+17,"I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen.",FALSE,28144,135146
Twitter for iPhone,9.17E+17,"...Hence, I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!",FALSE,13716,66385
Twitter for iPhone,9.17E+17,"..my endorsement). He also wanted to be Secretary of State, I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!",FALSE,12830,60890
Twitter for iPhone,9.17E+17,"Senator Bob Corker ""begged"" me to endorse him for re-election in Tennessee. I said ""NO"" and he dropped out (said he could not win without...",FALSE,15186,69266
Twitter for iPhone,9.17E+17,"#LasVegasStrong #USA🇺🇸
🎥https://t.co/4iGwdL4kia",FALSE,6541,36467
Twitter for iPhone,9.17E+17,Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!,FALSE,12180,75987
Twitter for iPhone,9.17E+17,Thanks for your support! https://t.co/iqUM1RfQso,FALSE,12503,60168
Twitter for iPhone,9.17E+17,"...hasn't worked, agreements violated before the ink was dry, makings fools of U.S. negotiators. Sorry, but only one thing will work!",FALSE,17797,75919
Twitter for iPhone,9.17E+17,"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......",FALSE,17900,72835
Twitter for iPhone,9.17E+17,Will be joining @GovMikeHuckabee tonight at 8pmE on @TBN. Enjoy! https://t.co/Y5hGPpYZfl,FALSE,7596,35789
Twitter for iPhone,9.17E+17,"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA, MS, AL, and FL please listen to your local authorities &amp; be safe!",FALSE,14110,66371
Twitter for iPhone,9.17E+17,".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1",FALSE,15842,73624
Twitter for iPhone,9.17E+17,"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill. ObamaCare is badly broken, big premiums. Who knows!",FALSE,12847,69224
Twitter for iPhone,9.17E+17,More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?,FALSE,18243,93933
Twitter for iPhone,9.17E+17,"Late Night host are dealing with the Democrats for their very ""unfunny"" &amp; repetitive material, always anti-Trump! Should we get Equal Time?",FALSE,14619,75482
Twitter for iPhone,9.17E+17,"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!",FALSE,12411,66977
Twitter for iPhone,9.17E+17,"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign....",FALSE,13579,67198
Twitter for iPhone,9.16E+17,"Ralph Northam,who is running for Governor of Virginia,is fighting for the violent MS-13 killer gangs &amp; sanctuary cities.  Vote Ed Gillespie!",FALSE,25717,92535
Twitter for iPhone,9.16E+17,Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.,FALSE,18744,79704
Twitter for iPhone,9.16E+17,Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!,FALSE,36546,157404
Twitter for iPhone,9.16E+17,Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!,FALSE,23334,93316
Twitter for iPhone,9.16E+17,Thank you! https://t.co/YMuqSvvTSB,FALSE,10819,59426
Twitter for iPhone,9.16E+17,"So wonderful to be in Las Vegas yesterday and meet with people, from police to doctors to the victims themselves, who I will never forget!",FALSE,15342,100016
Twitter for iPhone,9.16E+17,"On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv",FALSE,23561,111141
Twitter for iPhone,9.16E+17,WE LOVE YOU LAS VEGAS! https://t.co/nxRWeR1gEz,FALSE,23468,96428
Twitter for iPhone,9.16E+17,I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.,FALSE,13699,91338
Twitter for iPhone,9.16E+17,The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!,FALSE,18225,69909
Twitter for iPhone,9.16E+17,NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!,FALSE,21975,95643
Twitter for iPhone,9.16E+17,"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!",FALSE,38432,157255
Twitter for iPhone,9.16E+17,"A great day in Puerto Rico yesterday. While some of the news coverage is Fake, most showed great warmth and friendship.",FALSE,14940,88295
Twitter for iPhone,9.15E+17,My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong🇵🇷 https://t.co/1aL9YrwTvC,FALSE,14309,66953
Twitter for iPhone,9.15E+17,"It is a ""miracle"" how fast the Las Vegas Metropolitan Police were able to find the demented shooter and stop him from even more killing!",FALSE,16656,104356
Twitter for iPhone,9.15E+17,"So proud of @FEMA, Military, and First Responders! Thank you! https://t.co/kWVMqVelri",FALSE,12299,59757
Twitter for iPhone,9.15E+17,Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C,FALSE,7410,38977
Twitter for iPhone,9.15E+17,Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0,FALSE,13863,74460
Twitter for iPhone,9.15E+17,I am so proud of our great Country. God bless America!,FALSE,43026,212403
Twitter for iPhone,9.15E+17,My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!,FALSE,75476,317744
Media Studio,9.15E+17,Congratulations to #TeamUSA🇺🇸🏆on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7,FALSE,12152,69743
Twitter for iPhone,9.15E+17,"Being nice to Rocket Man hasn't worked in 25 years, why would it work now? Clinton failed, Bush failed, and Obama failed. I won't fail.",FALSE,47699,188927
Twitter for iPhone,9.14E+17,"...Save your energy Rex, we'll do what has to be done!",FALSE,14060,62997
Twitter for iPhone,9.14E+17,"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man...",FALSE,25389,102671
Twitter for iPhone,9.14E+17,...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!,FALSE,14147,75918
Twitter for iPhone,9.14E+17,...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....,FALSE,16034,80679
Twitter for iPhone,9.14E+17,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,...",FALSE,18284,81847
Twitter for iPhone,9.14E+17,"19,000 RESPECTING our National Anthem! #StandForOurAnthem🇺🇸 https://t.co/czutyGaMQV",FALSE,31731,116343
Twitter for iPhone,9.14E+17,"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",FALSE,7441,47140
Twitter for iPhone,9.14E+17,"In analyzing the Alabama Primary race, Fake News always fails to mention that the candidate I endorsed went up MANY points after Election!",FALSE,294,1416
Media Studio,9.14E+17,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy",FALSE,32181,93394
Twitter for iPhone,9.14E+17,"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!",FALSE,27313,124557
Twitter for iPhone,9.14E+17,I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.,FALSE,13067,66915
Twitter for iPhone,9.14E+17,Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!,FALSE,17587,77057
Twitter for iPhone,9.14E+17,We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.,FALSE,13930,67512
Twitter for iPhone,9.14E+17,"@ricardorossello ......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! 
#PRStrong🇵🇷",FALSE,7855,35928
Twitter for iPhone,9.14E+17,"My Administration, Governor @RicardoRossello, and many others are working together to help the people of Puerto Rico in every way...",FALSE,9861,46164
Twitter for iPhone,9.14E+17,"To the people of Puerto Rico:
Do not believe the #FakeNews!
#PRStrong🇵🇷",FALSE,16067,63449
Twitter for iPhone,9.14E+17,Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!,FALSE,12916,62251
Twitter for iPhone,9.14E+17,Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!,FALSE,13429,60555
Twitter for iPhone,9.14E+17,"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!",FALSE,14056,66359
Twitter for iPhone,9.14E+17,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!",FALSE,16910,76847
Twitter for iPhone,9.14E+17,The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!,FALSE,24633,91112
Twitter for iPhone,9.14E+17,I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U.S. Virgin Islands (people working hard).,FALSE,13824,68989
Twitter for iPhone,9.14E+17,"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!",FALSE,20901,80326
Twitter for iPhone,9.14E+17,"The military and first responders, despite no electric, roads, phones etc., have done an amazing job. Puerto Rico was totally destroyed.",FALSE,13685,62065
Twitter for iPhone,9.14E+17,"...want everything to be done for them when it should be a community effort. 10,000 Federal workers now on Island doing a fantastic job.",FALSE,15627,68824
Twitter for iPhone,9.14E+17,"...Such poor leadership ability by the Mayor of San Juan, and others in Puerto Rico, who are not able to get their workers to help. They....",FALSE,15502,56243
Twitter for iPhone,9.14E+17,"The Mayor of San Juan, who was very complimentary only a few days ago, has now been told by the Democrats that you must be nasty to Trump.",FALSE,21828,69941
Twitter for iPhone,9.14E+17,"@IMPDnews @POTUS THANK YOU to the amazing Indianapolis Metropolitan Police Department and all law enforcement officers, for all you do 24/7/365! #LESM https://t.co/XFqxbMBEbP",FALSE,1524,4459
Media Studio,9.14E+17,"Join me for my #WeeklyAddress🇺🇸
https://t.co/QeeKnFuHue https://t.co/NnM2jOkEs0",FALSE,6411,28982
Twitter for iPhone,9.14E+17,"My thoughts are with all those observing Yom Kippur, the holiest day of the Jewish year. https://t.co/0LuZCZl29D",FALSE,12029,53021
Twitter for iPhone,9.14E+17,Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReform https://t.co/4sgMWGotOF,FALSE,6469,31256
Media Studio,9.14E+17,This week we came one step closer to reaching the goal of aligning the skills taught in our nation’s classrooms with the jobs of the future. https://t.co/9s1ggeIJJ5,FALSE,10362,50093
Twitter for iPhone,9.14E+17,RECORD HIGH FOR S &amp; P 500!,FALSE,11340,59517
Twitter for iPhone,9.14E+17,"Thank you to FEMA, our great Military &amp; all First Responders who are working so hard,against terrible odds,in Puerto Rico. See you Tuesday!",FALSE,14113,72303
Twitter for iPhone,9.14E+17,...The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!,FALSE,11335,57452
Twitter for iPhone,9.14E+17,"Puerto Rico Governor Ricardo Rossello just stated: ""The Administration and the President, every time we've spoken, they've delivered......",FALSE,15806,67066
Twitter for iPhone,9.14E+17,GDP was revised upward to 3.1 for last quarter. Many people thought it would be years before that happened. We have just begun!,FALSE,22102,91189
Twitter for iPhone,9.14E+17,"Puerto Rico is devastated. Phone system, electric grid many roads, gone. FEMA and First Responders are amazing. Governor said ""great job!""",FALSE,13560,65044
Twitter for iPhone,9.14E+17,...really hard to help but many have lost their homes. Military is now on site and I will be there Tuesday. Wish press would treat fairly!,FALSE,14258,73750
Twitter for iPhone,9.14E+17,FEMA &amp; First Responders are doing a GREAT job in Puerto Rico. Massive food &amp; water delivered. Docks &amp; electric grid dead. Locals trying....,FALSE,11022,54607
Media Studio,9.13E+17,"Welcome back @SteveScalise!
#TeamScalise https://t.co/CoRed8rfL2",FALSE,14362,66143
Twitter for iPhone,9.13E+17,The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.,FALSE,17959,86272
Twitter for iPhone,9.13E+17,Democrats don't want massive tax cuts - how does that win elections? Great reviews for Tax Cut and Reform Bill.,FALSE,17703,78830
Twitter for iPhone,9.13E+17,"It is time to take care of OUR people, to rebuild OUR NATION, and to fight for OUR GREAT AMERICAN WORKERS! #TaxReform #USA🇺🇸 https://t.co/LsZvHg3got",FALSE,17748,75786
Media Studio,9.13E+17,"This is the right TAX CUT @ the RIGHT TIME. We will ALL succeed &amp; grow TOGETHER – as one team, one people, &amp; one American family. #TaxReform https://t.co/rtLWANJjIQ",FALSE,14927,61451
Twitter for iPhone,9.13E+17,"Just arrived in Indianapolis, Indiana to make an announcement on #TaxReform! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/Dy9UwhkWHL",FALSE,10865,58803
Twitter for iPhone,9.13E+17,..But the people were Pro-Trump! Virtually no President has accomplished what we have accomplished in the first 9 months-and economy roaring,FALSE,18837,96049
Twitter for iPhone,9.13E+17,"Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) &amp; @WaPo were anti-Trump. Collusion?",FALSE,16482,66773
Twitter for iPhone,9.13E+17,"We will have the votes for Healthcare but not for the reconciliation deadline of Friday, after which we need 60. Get rid of Filibuster Rule!",FALSE,13283,64338
Twitter for iPhone,9.13E+17,"With one Yes vote in hospital &amp; very positive signs from Alaska and two others (McCain is out), we have the HCare Vote, but not for Friday!",FALSE,10093,54410
Twitter for iPhone,9.13E+17,Spoke to Jerry Jones of the Dallas Cowboys yesterday. Jerry is a winner who knows how to get things done. Players will stand for Country!,FALSE,17292,92200
Twitter for iPhone,9.13E+17,Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!,FALSE,13116,62258
Twitter for iPhone,9.13E+17,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy, WIN in Dec!",FALSE,17659,88267
Twitter for iPhone,9.13E+17,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy, WIN in Nov!",FALSE,3296,12517
Twitter for iPhone,9.13E+17,"Even Usain Bolt from Jamaica, one of the greatest runners and athletes of all time, showed RESPECT for our National Anthem! 🇺🇸🇯🇲 https://t.co/zkenuAP9RS",FALSE,43791,146298
Twitter for iPhone,9.13E+17,"70 years ago today, the National Security Council met for the first time. Great history of advising Presidents-then &amp; now! Thanks NSC Staff!",FALSE,8725,54780
Twitter for iPhone,9.13E+17,Thank you to our wonderful team @USUN and their families. Keep up the GREAT work! #USA🇺🇸 https://t.co/s7KhlSMEqY,FALSE,6359,34145
Media Studio,9.13E+17,It was an honor to welcome President @MarianoraJoy of Spain. Thank you for standing w/ us in our efforts to isolate the brutal #NoKo regime. https://t.co/43U4T34JgF,FALSE,8536,39563
Media Studio,9.13E+17,I want to express our support and extend our prayers to all those affected by the vile terror attack in Spain last month. 🇺🇸🇪🇸 https://t.co/5mT0QXFlnL,FALSE,8658,46986
Media Studio,9.13E+17,America's hearts &amp; prayers are with the people of #PuertoRico &amp; the #USVI. We will get through this - and we will get through this TOGETHER! https://t.co/NcmsF4Fqpr,FALSE,10629,46722
Twitter for iPhone,9.13E+17,Heading over to the @UN to meet with Ambassador @NikkiHaley and all of her great representatives! #USA🇺🇸,FALSE,6984,43553
Twitter for iPhone,9.13E+17,Honored to welcome Republican and Democrat members of the House Ways and Means Committee to the White House today! #USA🇺🇸 https://t.co/nWnX9CDP0d,FALSE,6989,37898
Twitter for iPhone,9.13E+17,"ALABAMA, get out and vote for Luther Strange - he has proven to me that he will never let you down! #MAGA",FALSE,4968,27784
Twitter for iPhone,9.13E+17,The NFL has all sorts of rules and regulations. The only way out for them is to set a rule that you can't kneel during our National Anthem!,FALSE,19704,89132
Twitter for iPhone,9.13E+17,"Thank you to Carmen Yulin Cruz, the Mayor of San Juan, for your kind words on FEMA etc.We are working hard. Much food and water there/on way",FALSE,14099,67522
Twitter for iPhone,9.13E+17,Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.,FALSE,12494,50076
Twitter for iPhone,9.13E+17,"Luther Strange has been shooting up in the Alabama polls since my endorsement. Finish the job - vote today for ""Big Luther.""",FALSE,4884,29142
Twitter for iPhone,9.13E+17,"But while Dallas dropped to its knees as a team, they all stood up for our National Anthem. Big progress being made-we all love our country!",FALSE,15275,85702
Twitter for iPhone,9.13E+17,"...But while Dallas dropped to it knees as a team, they ALL stood up for our National Anthem. Big progress being made - we love our country!",FALSE,478,1969
Twitter for iPhone,9.13E+17,"The booing at the NFL football game last night, when the entire Dallas team dropped to its knees, was loudest I have ever heard. Great anger",FALSE,22527,113676
Twitter for iPhone,9.13E+17,"Ratings for NFL football are way down except before game starts, when people tune in to see whether or not our country will be disrespected!",FALSE,18510,90392
Twitter for iPhone,9.12E+17,"Big election tomorrow in the Great State of Alabama. Vote for Senator Luther Strange, tough on crime &amp; border - will never let you down!",FALSE,7432,42817
Media Studio,9.12E+17,A few of the many clips of John McCain talking about Repealing &amp; Replacing O'Care. My oh my has he changed-complete turn from years of talk! https://t.co/t9cXG2Io86,FALSE,29849,78278
Twitter for iPhone,9.12E+17,"...owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA",FALSE,8343,40493
Twitter for iPhone,9.12E+17,"...It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars....",FALSE,9115,43305
Twitter for iPhone,9.12E+17,"Texas &amp; Florida are doing great but Puerto Rico, which was already suffering from broken infrastructure &amp; massive debt, is in deep trouble..",FALSE,13539,58093
Twitter for iPhone,9.12E+17,"Tremendous backlash against the NFL and its players for disrespect of our Country.
#StandForOurAnthem🇺🇸",FALSE,27035,112130
Twitter for iPhone,9.12E+17,General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!,FALSE,22128,107087
Twitter for iPhone,9.12E+17,".@CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie!",FALSE,17397,65726
Twitter for iPhone,9.12E+17,#StandForOurAnthem,FALSE,74410,207402
Twitter for iPhone,9.12E+17,The White House never looked more beautiful than it did returning last night. Important meetings taking place today. Big tax cuts &amp; reform.,FALSE,14142,84347
Twitter for iPhone,9.12E+17,"The issue of kneeling has nothing to do with race. It is about respect for our Country, Flag and National Anthem. NFL must respect this!",FALSE,56083,206672
Twitter for iPhone,9.12E+17,Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!,FALSE,24597,137858
Twitter for iPhone,9.12E+17,So proud of NASCAR and its supporters and fans. They won't put up with disrespecting our Country or our Flag - they said it loud and clear!,FALSE,36250,173313
Twitter for iPhone,9.12E+17,"Making America Safe is my number one priority. We will not admit those into our country we cannot safely vet.
https://t.co/KJ886okyfC",FALSE,23365,99043
Twitter for iPhone,9.12E+17,Sports fans should never condone players that do not stand proud for their National Anthem or their Country. NFL should change policy!,FALSE,40390,174275
Twitter for iPhone,9.12E+17,"Alaska, Arizona, Maine and Kentucky are big winners in the Healthcare proposal. 7 years of Repeal &amp; Replace and some Senators not there.",FALSE,12571,63341
Twitter for iPhone,9.12E+17,Courageous Patriots have fought and died for our great American Flag --- we MUST honor and respect it!  MAKE AMERICA GREAT AGAIN!,FALSE,52950,199204
Twitter for iPhone,9.12E+17,Please to inform that the Champion Pittsburgh Penguins of the NHL will be joining me at the White House for Ceremony. Great team!,FALSE,33790,162345
Twitter for iPhone,9.12E+17,"Great solidarity for our National Anthem and for our Country. Standing with locked arms is good, kneeling is not acceptable. Bad ratings!",FALSE,27692,135710
Twitter for iPhone,9.12E+17,"...NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country. League should back U.S.",FALSE,33746,157524
Twitter for iPhone,9.12E+17,"If NFL fans refuse to go to games until players stop disrespecting our Flag &amp; Country, you will see change take place fast. Fire or suspend!",FALSE,45225,179990
Twitter for iPhone,9.12E+17,"Just heard Foreign Minister of North Korea speak at U.N. If he echoes thoughts of Little Rocket Man, they won't be around much longer!",FALSE,37580,135288
Twitter for iPhone,9.12E+17,Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country.Tell them to stand!,FALSE,40988,156381
Twitter for iPhone,9.12E+17,"Democrats are laughingly saying that McCain had a ""moment of courage."" Tell that to the people of Arizona who were deceived. 116% increase!",FALSE,26945,105470
Twitter for iPhone,9.12E+17,Iran just test-fired a Ballistic Missile capable of reaching Israel.They are also working with North Korea.Not much of an agreement we have!,FALSE,29011,98305
Twitter for iPhone,9.12E+17,Very proud of our incredible First Lady (@FLOTUS.) She is a truly great representative for our country! https://t.co/yFv0WIjgby,FALSE,18622,102882
Twitter for iPhone,9.12E+17,"...our Great American Flag (or Country) and should stand for the National Anthem. If not, YOU'RE FIRED. Find something else to do!",FALSE,42328,161691
Twitter for iPhone,9.12E+17,"If a player wants the privilege of making millions of dollars in the NFL,or other leagues, he or she should not be allowed to disrespect....",FALSE,47642,184086
Twitter for iPhone,9.12E+17,"Going to the White House is considered a great honor for a championship team.Stephen Curry is hesitating,therefore invitation is withdrawn!",FALSE,64839,214319
Twitter for iPhone,9.12E+17,"It was great being with Luther Strange last night in Alabama. What great people, what a crowd! Vote Luther on Tuesday.",FALSE,7047,45124
Twitter for iPhone,9.12E+17,"Alaska had a 200% plus increase in premiums under ObamaCare, worst in the country. Deductibles high, people angry! Lisa M comes through.",FALSE,15000,64703
Twitter for iPhone,9.12E+17,I know Rand Paul and I think he may find a way to get there for the good of the Party!,FALSE,10486,58235
Twitter for iPhone,9.12E+17,Large Block Grants to States is a good thing to do. Better control &amp;  management. Great for Arizona. McCain let his best friend L.G. down!,FALSE,10820,54685
Twitter for iPhone,9.12E+17,"Arizona had a 116% increase in ObamaCare premiums last year, with deductibles very high. Chuck Schumer sold John McCain a bill of goods. Sad",FALSE,16391,66300
Twitter for iPhone,9.12E+17,"John McCain never had any intention of voting for this Bill, which his Governor loves. He campaigned on Repeal &amp; Replace. Let Arizona down!",FALSE,22206,86966
Twitter for iPhone,9.11E+17,"Heading to Alabama now, big crowd!",FALSE,8188,60818
Twitter for iPhone,9.11E+17,Thank you to Doug Parker and American Airlines for all of the help you have given to the U.S. with Hurricane flights. Fantastic job!,FALSE,13534,78605
Twitter for iPhone,9.11E+17,#USAatUNGA🇺🇸#UNGA https://t.co/miT2Lj7Q90,FALSE,9198,40194
Twitter for iPhone,9.11E+17,"Will be in Alabama tonight. Luther Strange has gained mightily since my endorsement, but will be very close. He loves Alabama, and so do I!",FALSE,7407,45937
Twitter for iPhone,9.11E+17,"The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate!",FALSE,19652,90167
